;Test true y;Pred
1570;1435.77;1445.6819
1571;1310.9;1292.553
1572;1588.54;1593.1115
1573;1659.69;1649.7375
1574;1279.24;1283.7953
1575;1582.75;1585.2997
1576;1354.7;1356.4995
1577;1623.2;1624.4281
1578;1403.2;1374.5312
1579;1793.04;1800.8481
1580;1497.9;1491.7356
1581;1288.92;1318.9003
1582;1897.89;1904.6305
1583;1555.7;1556.2623
1584;1456.5;1442.5664
1585;1793.8;1802.0635
1586;1668.63;1669.3903
1587;1517.7;1524.3754
1588;1623.96;1630.9629
1589;1319.5;1321.9719
1590;1258.18;1269.8698
1591;1325.25;1329.958
1592;1367.38;1368.09
1593;1341.12;1344.101
1594;1535.89;1542.0508
1595;1472.99;1501.9275
1596;1529.33;1545.9266
1597;1284.0;1289.5693
1598;1443.57;1440.9572
1599;1393.0;1378.2799
1600;1511.8;1507.6482
1601;1428.6;1424.3325
1602;1236.94;1261.4688
1603;1472.47;1468.6841
1604;1833.5;1835.4061
1605;1288.6;1290.9207
1606;1850.18;1848.6224
1607;1379.7;1378.9069
1608;1509.92;1538.6327
1609;1554.8;1556.637
1610;1535.77;1535.6622
1611;1888.6;1893.1456
1612;1327.89;1357.1249
1613;1572.17;1571.7369
1614;1894.09;1898.2817
1615;1422.83;1426.0756
1616;1329.0;1335.9668
1617;1396.9;1396.5964
1618;1585.0;1584.3615
1619;1919.4;1923.0886
1620;1535.0;1536.6825
1621;1284.94;1284.8622
1622;1483.59;1480.1776
1623;1384.47;1395.1178
1624;1198.61;1224.5115
1625;1850.5;1852.4127
1626;1398.7;1406.5114
1627;1285.02;1289.4896
1628;1408.96;1448.6414
1629;1683.84;1688.0912
1630;1172.58;1200.6417
1631;1403.6;1386.0848
1632;1228.89;1241.2126
1633;1206.95;1220.1865
1634;1728.65;1731.2423
1635;1214.21;1237.6499
1636;1408.4;1413.3241
1637;1704.4;1702.6846
1638;1641.62;1644.4769
1639;1570.2;1574.5535
1640;1312.4;1313.4335
1641;1601.3;1601.9363
1642;1369.13;1405.5048
1643;1181.37;1208.5686
1644;1353.7;1348.5542
1645;1568.2;1568.899
1646;1519.6;1511.1522
1647;1496.99;1507.5194
1648;1895.3;1900.5067
1649;1240.95;1262.8436
1650;1950.4;1949.1893
1651;1631.45;1627.7292
1652;1372.98;1379.4908
1653;1571.68;1570.3901
1654;1512.62;1516.8992
1655;1168.4;1168.1979
1656;1320.5;1324.7335
1657;1228.17;1239.5774
1658;1472.0;1453.3492
1659;1402.47;1405.3779
1660;1598.1;1601.094
1661;1681.03;1685.0559
1662;1416.8;1434.3939
1663;1816.7;1822.4395
1664;1289.1;1265.8486
1665;1389.4;1395.7095
1666;1303.16;1301.8718
1667;1502.75;1483.9014
1668;1315.3;1315.0071
1669;1330.8;1294.2832
1670;1674.0;1677.0577
1671;1133.0;1127.9034
1672;1787.7;1792.8302
1673;1517.22;1523.177
1674;1599.6;1605.0286
1675;1603.5;1603.6686
1676;1451.94;1458.2505
1677;1697.0;1697.4436
1678;1479.47;1502.4423
1679;1538.9;1540.6409
1680;1533.1;1529.2235
1681;1261.0;1263.3248
1682;1583.99;1583.0197
1683;1499.4;1500.4037
1684;1728.2;1728.7472
1685;1691.33;1693.8214
1686;1471.8;1473.094
1687;1481.66;1481.8706
1688;1459.05;1463.3845
1689;1265.99;1293.3757
1690;1455.12;1460.2261
1691;1753.86;1758.1083
1692;1416.15;1429.3333
1693;1825.8;1827.3049
1694;1579.68;1583.0448
1695;1483.26;1489.9221
1696;1531.26;1558.1313
1697;1768.47;1768.5422
1698;1445.94;1449.451
1699;1658.67;1662.6246
1700;1631.7;1632.1357
1701;1335.1;1344.8136
1702;1593.02;1595.7478
1703;1628.9;1628.7858
1704;1408.0;1409.984
1705;1259.9;1259.9954
1706;1412.66;1411.7769
1707;1599.3;1601.9631
1708;1477.72;1472.0157
1709;1724.36;1727.0605
1710;1489.1;1471.065
1711;1524.0;1523.165
1712;1398.2;1397.624
1713;1611.9;1612.5679
1714;1494.29;1500.3075
1715;1412.6;1420.2614
1716;1770.92;1772.2207
1717;1357.52;1367.0684
1718;1462.6;1486.0686
1719;1329.68;1354.3324
1720;1965.2;1966.5184
1721;1810.78;1814.656
1722;1571.41;1574.5952
1723;1173.83;1183.6753
1724;1591.93;1594.5457
1725;1264.7;1259.5419
1726;1647.5;1646.1421
1727;1446.8;1429.9159
1728;1620.3;1620.5055
1729;1458.12;1461.7594
1730;1302.79;1302.1719
1731;1649.5;1653.1913
1732;1130.7;1134.9137
1733;1833.02;1838.1921
1734;1704.9;1706.1864
1735;1600.57;1598.9823
1736;1999.89;2000.1239
1737;1524.9;1523.6499
1738;1832.5;1836.9401
1739;1871.28;1875.5779
1740;1803.43;1806.0583
1741;1304.0;1283.1522
1742;1384.9;1389.8944
1743;1429.3;1434.6841
1744;1215.6;1197.7352
1745;1613.77;1624.2327
1746;1800.04;1804.6019
